user_steamid,friend_steamid
76561198064675174,76561197967152992
76561198064675174,76561197968602157
76561198064675174,76561197970310193
76561198064675174,76561197970551918
76561198064675174,76561197970583217
76561198064675174,76561197971940662
76561198064675174,76561197972380369
76561198064675174,76561197985689303
76561198064675174,76561197994019610
76561198064675174,76561197994545094
76561198064675174,76561197998764973
76561198064675174,76561197999901602
76561198064675174,76561198000434676
76561198064675174,76561198008410592
76561198064675174,76561198014139881
76561198064675174,76561198015655948
76561198064675174,76561198067360235
76561198064675174,76561198072785106
76561198064675174,76561198079939545
76561198064675174,76561198108700219
76561198064675174,76561198109425210
76561198064675174,76561198125113675
76561198064675174,76561198169186316
76561198064675174,76561198188194649
76561198064675174,76561198190897966
76561198064675174,76561198201331426
76561198064675174,76561199183198591
76561198064675174,76561199501661142
76561198109425210,76561197996188606
76561198109425210,76561198052152985
76561198109425210,76561198064675174
76561198109425210,76561198071217691
76561198109425210,76561198072785106
76561198109425210,76561198091877164
76561198109425210,76561198095096286
76561198109425210,76561198100002882
76561198109425210,76561198262586031
76561198109425210,76561198263564708
76561198109425210,76561198281198045
76561198109425210,76561198358243150
76561198109425210,76561198362520139
76561198109425210,76561198892192614
76561198109425210,76561198996191617
76561198109425210,76561199135419741
76561198072785106,76561197960396653
76561198072785106,76561197961421497
76561198072785106,76561197971335421
76561198072785106,76561197971350206
76561198072785106,76561197972156958
76561198072785106,76561197973456641
76561198072785106,76561197985963355
76561198072785106,76561197992753692
76561198072785106,76561197996188606
76561198072785106,76561197998103894
76561198072785106,76561198000434676
76561198072785106,76561198006510724
76561198072785106,76561198010788954
76561198072785106,76561198015139486
76561198072785106,76561198019751331
76561198072785106,76561198020933561
76561198072785106,76561198022563151
76561198072785106,76561198027202579
76561198072785106,76561198039419490
76561198072785106,76561198041093787
76561198072785106,76561198044318432
76561198072785106,76561198044397815
76561198072785106,76561198046331941
76561198072785106,76561198048978131
76561198072785106,76561198053803271
76561198072785106,76561198060403312
76561198072785106,76561198064236527
76561198072785106,76561198064675174
76561198072785106,76561198067360235
76561198072785106,76561198085258741
76561198072785106,76561198088764863
76561198072785106,76561198091877164
76561198072785106,76561198100002882
76561198072785106,76561198109425210
76561198072785106,76561198124627176
76561198072785106,76561198129629336
76561198072785106,76561198129801520
76561198072785106,76561198139487548
76561198072785106,76561198141363295
76561198072785106,76561198145930843
76561198072785106,76561198146922450
76561198072785106,76561198149744814
76561198072785106,76561198149907239
76561198072785106,76561198149967573
76561198072785106,76561198150361919
76561198072785106,76561198153706431
76561198072785106,76561198159921616
76561198072785106,76561198162208620
76561198072785106,76561198171614085
76561198072785106,76561198209650379
76561198072785106,76561198214731173
76561198072785106,76561198216537423
76561198072785106,76561198251110304
76561198072785106,76561198260024902
76561198072785106,76561198264064168
76561198072785106,76561198275757602
76561198072785106,76561198398775155
76561197972156958,76561197961536682
76561197972156958,76561197963032887
76561197972156958,76561197963229551
76561197972156958,76561197964225381
76561197972156958,76561197964629895
76561197972156958,76561197965926157
76561197972156958,76561197966055205
76561197972156958,76561197968829412
76561197972156958,76561197970674558
76561197972156958,76561197971773573
76561197972156958,76561197972087693
76561197972156958,76561197972568567
76561197972156958,76561197972649538
76561197972156958,76561197973199825
76561197972156958,76561197973427970
76561197972156958,76561197974489119
76561197972156958,76561197974702555
76561197972156958,76561197978805385
76561197972156958,76561197979091808
76561197972156958,76561197980552801
76561197972156958,76561197980839576
76561197972156958,76561197982205367
76561197972156958,76561197982446149
76561197972156958,76561197982455186
76561197972156958,76561197982746083
76561197972156958,76561197983016615
76561197972156958,76561197983068540
76561197972156958,76561197983655772
76561197972156958,76561197984406295
76561197972156958,76561197985904359
76561197972156958,76561197985949573
76561197972156958,76561197986218287
76561197972156958,76561197986830759
76561197972156958,76561197987257834
76561197972156958,76561197987662718
76561197972156958,76561197989141973
76561197972156958,76561197989476402
